"cod_ibge";"ano";"nivel_escolar";"rede";"matriculas"
3523206;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3523206;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2868
3523206;2019;"Ensino Fundamental - Anos Iniciais";"Particular";279
3523305;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";240
3523305;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";896
3523305;2019;"Ensino Fundamental - Anos Iniciais";"Particular";24
3523404;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3523404;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5942
3523404;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1533
3523503;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3523503;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1433
3523503;2019;"Ensino Fundamental - Anos Iniciais";"Particular";71
3523602;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3523602;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";903
3523602;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3523701;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3523701;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";461
3523701;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3523800;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";275
3523800;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";67
3523800;2019;"Ensino Fundamental - Anos Iniciais";"Particular";88
3523909;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3523909;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";9556
3523909;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1966
3524006;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524006;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4187
3524006;2019;"Ensino Fundamental - Anos Iniciais";"Particular";947
3524105;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524105;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1665
3524105;2019;"Ensino Fundamental - Anos Iniciais";"Particular";730
3524204;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524204;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";447
3524204;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3524303;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524303;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3105
3524303;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1374
3524402;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";82
3524402;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";12794
3524402;2019;"Ensino Fundamental - Anos Iniciais";"Particular";3458
3524501;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524501;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";477
3524501;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3524600;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524600;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1137
3524600;2019;"Ensino Fundamental - Anos Iniciais";"Particular";42
3524709;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524709;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3351
3524709;2019;"Ensino Fundamental - Anos Iniciais";"Particular";405
3524808;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524808;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2203
3524808;2019;"Ensino Fundamental - Anos Iniciais";"Particular";705
3524907;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3524907;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";423
3524907;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3525003;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525003;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";6027
3525003;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1900
3525102;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525102;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2540
3525102;2019;"Ensino Fundamental - Anos Iniciais";"Particular";678
3525201;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525201;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2552
3525201;2019;"Ensino Fundamental - Anos Iniciais";"Particular";223
3525300;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525300;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";6117
3525300;2019;"Ensino Fundamental - Anos Iniciais";"Particular";2377
3525409;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525409;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";313
3525409;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3525508;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525508;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";840
3525508;2019;"Ensino Fundamental - Anos Iniciais";"Particular";9
3525607;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525607;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";314
3525607;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3525706;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";864
3525706;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";913
3525706;2019;"Ensino Fundamental - Anos Iniciais";"Particular";652
3525805;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525805;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";316
3525805;2019;"Ensino Fundamental - Anos Iniciais";"Particular";17
3525854;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525854;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";231
3525854;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3525904;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3525904;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";20541
3525904;2019;"Ensino Fundamental - Anos Iniciais";"Particular";8010
3526001;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526001;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1160
3526001;2019;"Ensino Fundamental - Anos Iniciais";"Particular";92
3526100;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526100;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1332
3526100;2019;"Ensino Fundamental - Anos Iniciais";"Particular";88
3526209;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";1147
3526209;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1175
3526209;2019;"Ensino Fundamental - Anos Iniciais";"Particular";177
3526308;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526308;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";328
3526308;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3526407;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526407;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1760
3526407;2019;"Ensino Fundamental - Anos Iniciais";"Particular";171
3526506;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526506;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";292
3526506;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3526605;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526605;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";524
3526605;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3526704;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526704;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5729
3526704;2019;"Ensino Fundamental - Anos Iniciais";"Particular";876
3526803;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3526803;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3783
3526803;2019;"Ensino Fundamental - Anos Iniciais";"Particular";729
3526902;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";1052
3526902;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";13071
3526902;2019;"Ensino Fundamental - Anos Iniciais";"Particular";3956
3527009;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527009;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";436
3527009;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3527108;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2812
3527108;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";913
3527108;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1091
3527207;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";7
3527207;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4241
3527207;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1618
3527256;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527256;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";115
3527256;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3527306;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527306;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3397
3527306;2019;"Ensino Fundamental - Anos Iniciais";"Particular";171
3527405;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527405;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1053
3527405;2019;"Ensino Fundamental - Anos Iniciais";"Particular";21
3527504;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527504;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";134
3527504;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3527603;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527603;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";885
3527603;2019;"Ensino Fundamental - Anos Iniciais";"Particular";69
3527702;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527702;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";350
3527702;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3527801;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527801;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";307
3527801;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3527900;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3527900;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";199
3527900;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3528007;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528007;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1101
3528007;2019;"Ensino Fundamental - Anos Iniciais";"Particular";32
3528106;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528106;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";343
3528106;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3528205;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528205;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";204
3528205;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3528304;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528304;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";191
3528304;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3528403;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528403;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3599
3528403;2019;"Ensino Fundamental - Anos Iniciais";"Particular";180
3528502;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528502;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5344
3528502;2019;"Ensino Fundamental - Anos Iniciais";"Particular";991
3528601;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528601;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";594
3528601;2019;"Ensino Fundamental - Anos Iniciais";"Particular";34
3528700;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528700;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";251
3528700;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3528809;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528809;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";778
3528809;2019;"Ensino Fundamental - Anos Iniciais";"Particular";61
3528858;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528858;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";162
3528858;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3528908;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3528908;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";178
3528908;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3529005;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2962
3529005;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";8141
3529005;2019;"Ensino Fundamental - Anos Iniciais";"Particular";3898
3529104;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529104;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";93
3529104;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3529203;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529203;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1309
3529203;2019;"Ensino Fundamental - Anos Iniciais";"Particular";261
3529302;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2746
3529302;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1382
3529302;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1019
3529401;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";20945
3529401;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2293
3529401;2019;"Ensino Fundamental - Anos Iniciais";"Particular";4677
3529500;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529500;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";384
3529500;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3529609;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529609;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";286
3529609;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3529658;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529658;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";154
3529658;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3529708;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529708;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1189
3529708;2019;"Ensino Fundamental - Anos Iniciais";"Particular";150
3529807;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3529807;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";747
3529807;2019;"Ensino Fundamental - Anos Iniciais";"Particular";55
3529906;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";22
3529906;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1484
3529906;2019;"Ensino Fundamental - Anos Iniciais";"Particular";95
3530003;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3530003;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";167
3530003;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3530102;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3530102;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1245
3530102;2019;"Ensino Fundamental - Anos Iniciais";"Particular";391
3530201;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";370
3530201;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";642
3530201;2019;"Ensino Fundamental - Anos Iniciais";"Particular";47
3530300;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2
3530300;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2882
3530300;2019;"Ensino Fundamental - Anos Iniciais";"Particular";746
3530409;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3530409;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";288
3530409;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3530508;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";1151
3530508;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1916
3530508;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1065
3530607;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";1317
3530607;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";25092
3530607;2019;"Ensino Fundamental - Anos Iniciais";"Particular";6484
3530706;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3530706;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";8019
3530706;2019;"Ensino Fundamental - Anos Iniciais";"Particular";2162
3530805;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2
3530805;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4466
3530805;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1150
3530904;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3530904;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";312
3530904;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3531001;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";48
3531001;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";62
3531001;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3531100;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";41
3531100;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4316
3531100;2019;"Ensino Fundamental - Anos Iniciais";"Particular";427
3531209;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531209;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";451
3531209;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3531308;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531308;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1968
3531308;2019;"Ensino Fundamental - Anos Iniciais";"Particular";656
3531407;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531407;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1098
3531407;2019;"Ensino Fundamental - Anos Iniciais";"Particular";328
3531506;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531506;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";864
3531506;2019;"Ensino Fundamental - Anos Iniciais";"Particular";198
3531605;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531605;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";251
3531605;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3531704;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531704;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";334
3531704;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3531803;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531803;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5114
3531803;2019;"Ensino Fundamental - Anos Iniciais";"Particular";176
3531902;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3531902;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1971
3531902;2019;"Ensino Fundamental - Anos Iniciais";"Particular";264
3532009;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532009;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";801
3532009;2019;"Ensino Fundamental - Anos Iniciais";"Particular";121
3532058;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532058;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";271
3532058;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532108;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532108;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";211
3532108;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532157;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532157;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";204
3532157;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532207;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532207;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";412
3532207;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532306;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532306;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";456
3532306;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532405;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";287
3532405;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";861
3532405;2019;"Ensino Fundamental - Anos Iniciais";"Particular";40
3532504;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532504;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";446
3532504;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532603;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";37
3532603;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";428
3532603;2019;"Ensino Fundamental - Anos Iniciais";"Particular";137
3532702;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532702;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";344
3532702;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532801;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532801;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";400
3532801;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532827;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532827;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";627
3532827;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532843;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532843;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";104
3532843;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532868;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532868;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";74
3532868;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3532900;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3532900;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";649
3532900;2019;"Ensino Fundamental - Anos Iniciais";"Particular";53
3533007;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533007;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1095
3533007;2019;"Ensino Fundamental - Anos Iniciais";"Particular";187
3533106;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533106;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";144
3533106;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3533205;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533205;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";316
3533205;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3533254;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533254;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";319
3533254;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3533304;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533304;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";187
3533304;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3533403;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533403;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3067
3533403;2019;"Ensino Fundamental - Anos Iniciais";"Particular";899
3533502;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533502;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2214
3533502;2019;"Ensino Fundamental - Anos Iniciais";"Particular";339
3533601;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533601;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";426
3533601;2019;"Ensino Fundamental - Anos Iniciais";"Particular";67
3533700;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533700;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";334
3533700;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3533809;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533809;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";168
3533809;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3533908;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3533908;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3301
3533908;2019;"Ensino Fundamental - Anos Iniciais";"Particular";467
3534005;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534005;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";335
3534005;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3534104;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";212
3534104;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";133
3534104;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3534203;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534203;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";423
3534203;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3534302;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534302;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2074
3534302;2019;"Ensino Fundamental - Anos Iniciais";"Particular";437
3534401;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";3
3534401;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";37489
3534401;2019;"Ensino Fundamental - Anos Iniciais";"Particular";14182
3534500;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534500;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";154
3534500;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3534609;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534609;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1175
3534609;2019;"Ensino Fundamental - Anos Iniciais";"Particular";607
3534708;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";499
3534708;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5261
3534708;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1418
3534757;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534757;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";676
3534757;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3534807;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534807;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";599
3534807;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3534906;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3534906;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";533
3534906;2019;"Ensino Fundamental - Anos Iniciais";"Particular";49
3535002;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3535002;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";701
3535002;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3535101;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3535101;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";729
3535101;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3535200;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3535200;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";376
3535200;2019;"Ensino Fundamental - Anos Iniciais";"Particular";104
3535309;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3535309;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1067
3535309;2019;"Ensino Fundamental - Anos Iniciais";"Particular";204
3535408;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
